CSCO,200802041002,[24.46:1.0],[24.4:1.0],[24.39:1.0],[24.37:1.0],[24.4:1.0],[24.43:1.0],[24.44:1.0],[24.4:1.0],[24.36:1.0],[24.3:1.0],[24.227:1.0],[24.26:1.0],[24.29:1.0],[24.3:1.0],[24.34:1.0],[24.3:1.0],[24.29:1.0],[24.28:1.0],[24.2099:1.0],[24.18:1.0],Prob:1.0
QTWW,200802041427,[0.5794:1.0],[0.579:1.0],[0.5768:1.0],[0.579:1.0],[0.579:1.0],[0.5788:1.0],[0.5785:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5707:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5711:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],Prob:1.0
CSCO,200802041428,[23.8805:1.0],[23.89:1.0],[23.89:1.0],[23.89:1.0],[23.88:1.0],[23.86:1.0],[23.85:1.0],[23.84:1.0],[23.847:1.0],[23.85:1.0],[23.84:1.0],[23.845:1.0],[23.85:1.0],[23.87:1.0],[23.9:1.0],[23.91:1.0],[23.902:1.0],[23.91:1.0],[23.92:1.0],[23.92:1.0],Prob:1.0
MSFT,200802041428,[30.6615:1.0],[30.67:1.0],[30.68:1.0],[30.65:1.0],[30.68:1.0],[30.65:1.0],[30.66:1.0],[30.66:1.0],[30.6799:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.69:1.0],[30.6901:1.0],[30.69:1.0],[30.6999:1.0],[30.7:1.0],[30.6912:1.0],[30.69:1.0],[30.69:1.0],Prob:1.0
CSCO,200802041429,[23.89:1.0],[23.89:1.0],[23.89:1.0],[23.88:1.0],[23.86:1.0],[23.85:1.0],[23.84:1.0],[23.847:1.0],[23.85:1.0],[23.84:1.0],[23.845:1.0],[23.85:1.0],[23.87:1.0],[23.9:1.0],[23.91:1.0],[23.902:1.0],[23.91:1.0],[23.92:1.0],[23.92:1.0],[23.8899:1.0],Prob:1.0
MSFT,200802041429,[30.67:1.0],[30.68:1.0],[30.65:1.0],[30.68:1.0],[30.65:1.0],[30.66:1.0],[30.66:1.0],[30.6799:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.69:1.0],[30.6901:1.0],[30.69:1.0],[30.6999:1.0],[30.7:1.0],[30.6912:1.0],[30.69:1.0],[30.69:1.0],[30.69:1.0],Prob:1.0
QTWW,200802041429,[0.579:1.0],[0.5768:1.0],[0.579:1.0],[0.579:1.0],[0.5788:1.0],[0.5785:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5707:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5711:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],Prob:1.0
CSCO,200802041430,[23.89:1.0],[23.89:1.0],[23.88:1.0],[23.86:1.0],[23.85:1.0],[23.84:1.0],[23.847:1.0],[23.85:1.0],[23.84:1.0],[23.845:1.0],[23.85:1.0],[23.87:1.0],[23.9:1.0],[23.91:1.0],[23.902:1.0],[23.91:1.0],[23.92:1.0],[23.92:1.0],[23.8899:1.0],[23.88:1.0],Prob:1.0
MSFT,200802041430,[30.68:1.0],[30.65:1.0],[30.68:1.0],[30.65:1.0],[30.66:1.0],[30.66:1.0],[30.6799:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.69:1.0],[30.6901:1.0],[30.69:1.0],[30.6999:1.0],[30.7:1.0],[30.6912:1.0],[30.69:1.0],[30.69:1.0],[30.69:1.0],[30.6699:1.0],Prob:1.0
QTWW,200802041430,[0.5768:1.0],[0.579:1.0],[0.579:1.0],[0.5788:1.0],[0.5785:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5707:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5711:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],Prob:1.0
CSCO,200802041431,[23.89:1.0],[23.88:1.0],[23.86:1.0],[23.85:1.0],[23.84:1.0],[23.847:1.0],[23.85:1.0],[23.84:1.0],[23.845:1.0],[23.85:1.0],[23.87:1.0],[23.9:1.0],[23.91:1.0],[23.902:1.0],[23.91:1.0],[23.92:1.0],[23.92:1.0],[23.8899:1.0],[23.88:1.0],[23.863:1.0],Prob:1.0
MSFT,200802041431,[30.65:1.0],[30.68:1.0],[30.65:1.0],[30.66:1.0],[30.66:1.0],[30.6799:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.69:1.0],[30.6901:1.0],[30.69:1.0],[30.6999:1.0],[30.7:1.0],[30.6912:1.0],[30.69:1.0],[30.69:1.0],[30.69:1.0],[30.6699:1.0],[30.66:1.0],Prob:1.0
QTWW,200802041431,[0.579:1.0],[0.579:1.0],[0.5788:1.0],[0.5785:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5707:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5711:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],Prob:1.0
CSCO,200802041432,[23.88:1.0],[23.86:1.0],[23.85:1.0],[23.84:1.0],[23.847:1.0],[23.85:1.0],[23.84:1.0],[23.845:1.0],[23.85:1.0],[23.87:1.0],[23.9:1.0],[23.91:1.0],[23.902:1.0],[23.91:1.0],[23.92:1.0],[23.92:1.0],[23.8899:1.0],[23.88:1.0],[23.863:1.0],[23.85:1.0],Prob:1.0
MSFT,200802041432,[30.68:1.0],[30.65:1.0],[30.66:1.0],[30.66:1.0],[30.6799:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.69:1.0],[30.6901:1.0],[30.69:1.0],[30.6999:1.0],[30.7:1.0],[30.6912:1.0],[30.69:1.0],[30.69:1.0],[30.69:1.0],[30.6699:1.0],[30.66:1.0],[30.65:1.0],Prob:1.0
CSCO,200802041433,[23.86:1.0],[23.85:1.0],[23.84:1.0],[23.847:1.0],[23.85:1.0],[23.84:1.0],[23.845:1.0],[23.85:1.0],[23.87:1.0],[23.9:1.0],[23.91:1.0],[23.902:1.0],[23.91:1.0],[23.92:1.0],[23.92:1.0],[23.8899:1.0],[23.88:1.0],[23.863:1.0],[23.85:1.0],[23.857:1.0],Prob:1.0
MSFT,200802041433,[30.65:1.0],[30.66:1.0],[30.66:1.0],[30.6799:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.69:1.0],[30.6901:1.0],[30.69:1.0],[30.6999:1.0],[30.7:1.0],[30.6912:1.0],[30.69:1.0],[30.69:1.0],[30.69:1.0],[30.6699:1.0],[30.66:1.0],[30.65:1.0],[30.63:1.0],Prob:1.0
CSCO,200802041434,[23.85:1.0],[23.84:1.0],[23.847:1.0],[23.85:1.0],[23.84:1.0],[23.845:1.0],[23.85:1.0],[23.87:1.0],[23.9:1.0],[23.91:1.0],[23.902:1.0],[23.91:1.0],[23.92:1.0],[23.92:1.0],[23.8899:1.0],[23.88:1.0],[23.863:1.0],[23.85:1.0],[23.857:1.0],[23.87:1.0],Prob:1.0
MSFT,200802041434,[30.66:1.0],[30.66:1.0],[30.6799:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.69:1.0],[30.6901:1.0],[30.69:1.0],[30.6999:1.0],[30.7:1.0],[30.6912:1.0],[30.69:1.0],[30.69:1.0],[30.69:1.0],[30.6699:1.0],[30.66:1.0],[30.65:1.0],[30.63:1.0],[30.64:1.0],Prob:1.0
CSCO,200802041435,[23.84:1.0],[23.847:1.0],[23.85:1.0],[23.84:1.0],[23.845:1.0],[23.85:1.0],[23.87:1.0],[23.9:1.0],[23.91:1.0],[23.902:1.0],[23.91:1.0],[23.92:1.0],[23.92:1.0],[23.8899:1.0],[23.88:1.0],[23.863:1.0],[23.85:1.0],[23.857:1.0],[23.87:1.0],[23.84:1.0],Prob:1.0
MSFT,200802041435,[30.66:1.0],[30.6799:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.69:1.0],[30.6901:1.0],[30.69:1.0],[30.6999:1.0],[30.7:1.0],[30.6912:1.0],[30.69:1.0],[30.69:1.0],[30.69:1.0],[30.6699:1.0],[30.66:1.0],[30.65:1.0],[30.63:1.0],[30.64:1.0],[30.6185:1.0],Prob:1.0
CSCO,200802041436,[23.847:1.0],[23.85:1.0],[23.84:1.0],[23.845:1.0],[23.85:1.0],[23.87:1.0],[23.9:1.0],[23.91:1.0],[23.902:1.0],[23.91:1.0],[23.92:1.0],[23.92:1.0],[23.8899:1.0],[23.88:1.0],[23.863:1.0],[23.85:1.0],[23.857:1.0],[23.87:1.0],[23.84:1.0],[23.83:1.0],Prob:1.0
MSFT,200802041436,[30.6799:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.69:1.0],[30.6901:1.0],[30.69:1.0],[30.6999:1.0],[30.7:1.0],[30.6912:1.0],[30.69:1.0],[30.69:1.0],[30.69:1.0],[30.6699:1.0],[30.66:1.0],[30.65:1.0],[30.63:1.0],[30.64:1.0],[30.6185:1.0],[30.58:1.0],Prob:1.0
CSCO,200802041437,[23.85:1.0],[23.84:1.0],[23.845:1.0],[23.85:1.0],[23.87:1.0],[23.9:1.0],[23.91:1.0],[23.902:1.0],[23.91:1.0],[23.92:1.0],[23.92:1.0],[23.8899:1.0],[23.88:1.0],[23.863:1.0],[23.85:1.0],[23.857:1.0],[23.87:1.0],[23.84:1.0],[23.83:1.0],[23.84:1.0],Prob:1.0
MSFT,200802041437,[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.69:1.0],[30.6901:1.0],[30.69:1.0],[30.6999:1.0],[30.7:1.0],[30.6912:1.0],[30.69:1.0],[30.69:1.0],[30.69:1.0],[30.6699:1.0],[30.66:1.0],[30.65:1.0],[30.63:1.0],[30.64:1.0],[30.6185:1.0],[30.58:1.0],[30.6:1.0],Prob:1.0
CSCO,200802041438,[23.84:1.0],[23.845:1.0],[23.85:1.0],[23.87:1.0],[23.9:1.0],[23.91:1.0],[23.902:1.0],[23.91:1.0],[23.92:1.0],[23.92:1.0],[23.8899:1.0],[23.88:1.0],[23.863:1.0],[23.85:1.0],[23.857:1.0],[23.87:1.0],[23.84:1.0],[23.83:1.0],[23.84:1.0],[23.85:1.0],Prob:1.0
MSFT,200802041438,[30.7:1.0],[30.67:1.0],[30.69:1.0],[30.6901:1.0],[30.69:1.0],[30.6999:1.0],[30.7:1.0],[30.6912:1.0],[30.69:1.0],[30.69:1.0],[30.69:1.0],[30.6699:1.0],[30.66:1.0],[30.65:1.0],[30.63:1.0],[30.64:1.0],[30.6185:1.0],[30.58:1.0],[30.6:1.0],[30.5981:1.0],Prob:1.0
CSCO,200802041439,[23.845:1.0],[23.85:1.0],[23.87:1.0],[23.9:1.0],[23.91:1.0],[23.902:1.0],[23.91:1.0],[23.92:1.0],[23.92:1.0],[23.8899:1.0],[23.88:1.0],[23.863:1.0],[23.85:1.0],[23.857:1.0],[23.87:1.0],[23.84:1.0],[23.83:1.0],[23.84:1.0],[23.85:1.0],[23.83:1.0],Prob:1.0
MSFT,200802041524,[30.5375:1.0],[30.54:1.0],[30.54:1.0],[30.537:1.0],[30.54:1.0],[30.53:1.0],[30.55:1.0],[30.52:1.0],[30.52:1.0],[30.54:1.0],[30.53:1.0],[30.5478:1.0],[30.52:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.52:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],Prob:1.0
CSCO,200802041525,[23.875:1.0],[23.86:1.0],[23.86:1.0],[23.867:1.0],[23.86:1.0],[23.873:1.0],[23.86:1.0],[23.8605:1.0],[23.87:1.0],[23.88:1.0],[23.91:1.0],[23.88:1.0],[23.877:1.0],[23.85:1.0],[23.86:1.0],[23.86:1.0],[23.88:1.0],[23.86:1.0],[23.8671:1.0],[23.86:1.0],Prob:1.0
MSFT,200802041525,[30.54:1.0],[30.54:1.0],[30.537:1.0],[30.54:1.0],[30.53:1.0],[30.55:1.0],[30.52:1.0],[30.52:1.0],[30.54:1.0],[30.53:1.0],[30.5478:1.0],[30.52:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.52:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],[30.51:1.0],Prob:1.0
CSCO,200802041526,[23.86:1.0],[23.86:1.0],[23.867:1.0],[23.86:1.0],[23.873:1.0],[23.86:1.0],[23.8605:1.0],[23.87:1.0],[23.88:1.0],[23.91:1.0],[23.88:1.0],[23.877:1.0],[23.85:1.0],[23.86:1.0],[23.86:1.0],[23.88:1.0],[23.86:1.0],[23.8671:1.0],[23.86:1.0],[23.87:1.0],Prob:1.0
MSFT,200802041526,[30.54:1.0],[30.537:1.0],[30.54:1.0],[30.53:1.0],[30.55:1.0],[30.52:1.0],[30.52:1.0],[30.54:1.0],[30.53:1.0],[30.5478:1.0],[30.52:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.52:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],Prob:1.0
CSCO,200802041527,[23.86:1.0],[23.867:1.0],[23.86:1.0],[23.873:1.0],[23.86:1.0],[23.8605:1.0],[23.87:1.0],[23.88:1.0],[23.91:1.0],[23.88:1.0],[23.877:1.0],[23.85:1.0],[23.86:1.0],[23.86:1.0],[23.88:1.0],[23.86:1.0],[23.8671:1.0],[23.86:1.0],[23.87:1.0],[23.86:1.0],Prob:1.0
MSFT,200802041527,[30.537:1.0],[30.54:1.0],[30.53:1.0],[30.55:1.0],[30.52:1.0],[30.52:1.0],[30.54:1.0],[30.53:1.0],[30.5478:1.0],[30.52:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.52:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.5199:1.0],Prob:1.0
CSCO,200802041528,[23.867:1.0],[23.86:1.0],[23.873:1.0],[23.86:1.0],[23.8605:1.0],[23.87:1.0],[23.88:1.0],[23.91:1.0],[23.88:1.0],[23.877:1.0],[23.85:1.0],[23.86:1.0],[23.86:1.0],[23.88:1.0],[23.86:1.0],[23.8671:1.0],[23.86:1.0],[23.87:1.0],[23.86:1.0],[23.86:1.0],Prob:1.0
MSFT,200802041528,[30.54:1.0],[30.53:1.0],[30.55:1.0],[30.52:1.0],[30.52:1.0],[30.54:1.0],[30.53:1.0],[30.5478:1.0],[30.52:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.52:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.5199:1.0],[30.51:1.0],Prob:1.0
CSCO,200802041529,[23.86:1.0],[23.873:1.0],[23.86:1.0],[23.8605:1.0],[23.87:1.0],[23.88:1.0],[23.91:1.0],[23.88:1.0],[23.877:1.0],[23.85:1.0],[23.86:1.0],[23.86:1.0],[23.88:1.0],[23.86:1.0],[23.8671:1.0],[23.86:1.0],[23.87:1.0],[23.86:1.0],[23.86:1.0],[23.867:1.0],Prob:1.0
MSFT,200802041529,[30.53:1.0],[30.55:1.0],[30.52:1.0],[30.52:1.0],[30.54:1.0],[30.53:1.0],[30.5478:1.0],[30.52:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.52:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.5199:1.0],[30.51:1.0],[30.52:1.0],Prob:1.0
CSCO,200802041530,[23.873:1.0],[23.86:1.0],[23.8605:1.0],[23.87:1.0],[23.88:1.0],[23.91:1.0],[23.88:1.0],[23.877:1.0],[23.85:1.0],[23.86:1.0],[23.86:1.0],[23.88:1.0],[23.86:1.0],[23.8671:1.0],[23.86:1.0],[23.87:1.0],[23.86:1.0],[23.86:1.0],[23.867:1.0],[23.86:1.0],Prob:1.0
MSFT,200802041530,[30.55:1.0],[30.52:1.0],[30.52:1.0],[30.54:1.0],[30.53:1.0],[30.5478:1.0],[30.52:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.52:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.5199:1.0],[30.51:1.0],[30.52:1.0],[30.51:1.0],Prob:1.0
QTWW,200802041530,[0.575:1.0],[0.5711:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5748:1.0],[0.5712:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5702:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5704:1.0],[0.575:1.0],[0.5741:1.0],Prob:1.0
CSCO,200802041531,[23.86:1.0],[23.8605:1.0],[23.87:1.0],[23.88:1.0],[23.91:1.0],[23.88:1.0],[23.877:1.0],[23.85:1.0],[23.86:1.0],[23.86:1.0],[23.88:1.0],[23.86:1.0],[23.8671:1.0],[23.86:1.0],[23.87:1.0],[23.86:1.0],[23.86:1.0],[23.867:1.0],[23.86:1.0],[23.86:1.0],Prob:1.0
MSFT,200802041531,[30.52:1.0],[30.52:1.0],[30.54:1.0],[30.53:1.0],[30.5478:1.0],[30.52:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.52:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.5199:1.0],[30.51:1.0],[30.52:1.0],[30.51:1.0],[30.51:1.0],Prob:1.0
CSCO,200802041532,[23.8605:1.0],[23.87:1.0],[23.88:1.0],[23.91:1.0],[23.88:1.0],[23.877:1.0],[23.85:1.0],[23.86:1.0],[23.86:1.0],[23.88:1.0],[23.86:1.0],[23.8671:1.0],[23.86:1.0],[23.87:1.0],[23.86:1.0],[23.86:1.0],[23.867:1.0],[23.86:1.0],[23.86:1.0],[23.865:1.0],Prob:1.0
MSFT,200802041532,[30.52:1.0],[30.54:1.0],[30.53:1.0],[30.5478:1.0],[30.52:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.52:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.5199:1.0],[30.51:1.0],[30.52:1.0],[30.51:1.0],[30.51:1.0],[30.5299:1.0],Prob:1.0
CSCO,200802041533,[23.87:1.0],[23.88:1.0],[23.91:1.0],[23.88:1.0],[23.877:1.0],[23.85:1.0],[23.86:1.0],[23.86:1.0],[23.88:1.0],[23.86:1.0],[23.8671:1.0],[23.86:1.0],[23.87:1.0],[23.86:1.0],[23.86:1.0],[23.867:1.0],[23.86:1.0],[23.86:1.0],[23.865:1.0],[23.8599:1.0],Prob:1.0
MSFT,200802041533,[30.54:1.0],[30.53:1.0],[30.5478:1.0],[30.52:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.52:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.5199:1.0],[30.51:1.0],[30.52:1.0],[30.51:1.0],[30.51:1.0],[30.5299:1.0],[30.505:1.0],Prob:1.0
CSCO,200802041534,[23.88:1.0],[23.91:1.0],[23.88:1.0],[23.877:1.0],[23.85:1.0],[23.86:1.0],[23.86:1.0],[23.88:1.0],[23.86:1.0],[23.8671:1.0],[23.86:1.0],[23.87:1.0],[23.86:1.0],[23.86:1.0],[23.867:1.0],[23.86:1.0],[23.86:1.0],[23.865:1.0],[23.8599:1.0],[23.85:1.0],Prob:1.0
MSFT,200802041534,[30.53:1.0],[30.5478:1.0],[30.52:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.52:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.5199:1.0],[30.51:1.0],[30.52:1.0],[30.51:1.0],[30.51:1.0],[30.5299:1.0],[30.505:1.0],[30.51:1.0],Prob:1.0
QTWW,200802041534,[0.5711:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5748:1.0],[0.5712:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5702:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5704:1.0],[0.575:1.0],[0.5741:1.0],[0.575:1.0],Prob:1.0
CSCO,200802041535,[23.91:1.0],[23.88:1.0],[23.877:1.0],[23.85:1.0],[23.86:1.0],[23.86:1.0],[23.88:1.0],[23.86:1.0],[23.8671:1.0],[23.86:1.0],[23.87:1.0],[23.86:1.0],[23.86:1.0],[23.867:1.0],[23.86:1.0],[23.86:1.0],[23.865:1.0],[23.8599:1.0],[23.85:1.0],[23.86:1.0],Prob:1.0
MSFT,200802041535,[30.5478:1.0],[30.52:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.52:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.5199:1.0],[30.51:1.0],[30.52:1.0],[30.51:1.0],[30.51:1.0],[30.5299:1.0],[30.505:1.0],[30.51:1.0],[30.51:1.0],Prob:1.0
QTWW,200802041535,[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5748:1.0],[0.5712:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5702:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5704:1.0],[0.575:1.0],[0.5741:1.0],[0.575:1.0],[0.5748:1.0],Prob:1.0
CSCO,200802041536,[23.88:1.0],[23.877:1.0],[23.85:1.0],[23.86:1.0],[23.86:1.0],[23.88:1.0],[23.86:1.0],[23.8671:1.0],[23.86:1.0],[23.87:1.0],[23.86:1.0],[23.86:1.0],[23.867:1.0],[23.86:1.0],[23.86:1.0],[23.865:1.0],[23.8599:1.0],[23.85:1.0],[23.86:1.0],[23.85:1.0],Prob:1.0
MSFT,200802041536,[30.52:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.52:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.5199:1.0],[30.51:1.0],[30.52:1.0],[30.51:1.0],[30.51:1.0],[30.5299:1.0],[30.505:1.0],[30.51:1.0],[30.51:1.0],[30.48:1.0],Prob:1.0
CSCO,200802041537,[23.877:1.0],[23.85:1.0],[23.86:1.0],[23.86:1.0],[23.88:1.0],[23.86:1.0],[23.8671:1.0],[23.86:1.0],[23.87:1.0],[23.86:1.0],[23.86:1.0],[23.867:1.0],[23.86:1.0],[23.86:1.0],[23.865:1.0],[23.8599:1.0],[23.85:1.0],[23.86:1.0],[23.85:1.0],[23.85:1.0],Prob:1.0
MSFT,200802041537,[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.52:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],[30.51:1.0],[30.51:1.0],[30.5199:1.0],[30.51:1.0],[30.52:1.0],[30.51:1.0],[30.51:1.0],[30.5299:1.0],[30.505:1.0],[30.51:1.0],[30.51:1.0],[30.48:1.0],[30.5:1.0],Prob:1.0
QTWW,200802041537,[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5748:1.0],[0.5712:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5702:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5704:1.0],[0.575:1.0],[0.5741:1.0],[0.575:1.0],[0.5748:1.0],[0.5705:1.0],Prob:1.0
CSCO,200802041538,[23.85:1.0],[23.86:1.0],[23.86:1.0],[23.88:1.0],[23.86:1.0],[23.8671:1.0],[23.86:1.0],[23.87:1.0],[23.86:1.0],[23.86:1.0],[23.867:1.0],[23.86:1.0],[23.86:1.0],[23.865:1.0],[23.8599:1.0],[23.85:1.0],[23.86:1.0],[23.85:1.0],[23.85:1.0],[23.8:1.0],Prob:1.0
